,ENSG_ID,ENSG_start_bp,ENSG_end_bp,ENSG_chromosome,ENSG_type,HGNC_symbol,ENSMUSG_ID,ENSMUSG_start_bp,ENSMUSG_end_bp,ENSMUSG_chromosome,ENSMUSG_type,MGI_symbol
14117,ENSG00000168016,36826819,36945057,3,protein_coding,TRANK1,ENSMUSG00000062296,111140807,111224843,9,protein_coding,Trank1
843,ENSG00000126602,3651639,3717553,16,protein_coding,TRAP1,ENSMUSG00000005981,3857835,3895691,16,protein_coding,Trap1
12453,ENSG00000170043,7930345,7932123,17,protein_coding,TRAPPC1,ENSMUSG00000049299,69214806,69216619,11,protein_coding,Trappc1
53,ENSG00000160218,44012309,44106552,21,protein_coding,TRAPPC10,ENSMUSG00000000374,78022559,78080475,10,protein_coding,Trappc10
9754,ENSG00000168538,183659267,183713594,4,protein_coding,TRAPPC11,ENSMUSG00000038102,47943150,47986505,8,protein_coding,Trappc11
2359,ENSG00000171853,3379675,3485094,2,protein_coding,TRAPPC12,ENSMUSG00000020628,28740627,28800471,12,protein_coding,Trappc12
2907,ENSG00000113597,65625004,65666233,5,protein_coding,TRAPPC13,ENSMUSG00000021711,104278657,104314977,13,protein_coding,Trappc13
1378,ENSG00000167515,88856220,88862686,16,protein_coding,TRAPPC2L,ENSMUSG00000015013,123338379,123343399,8,protein_coding,Trappc2l
6196,ENSG00000054116,36136570,36156053,1,protein_coding,TRAPPC3,ENSMUSG00000028847,126156118,126169676,4,protein_coding,Trappc3
14748,ENSG00000173626,116494989,116545684,6,protein_coding,TRAPPC3L,ENSMUSG00000071340,33913593,33985811,10,protein_coding,Trappc3l
7814,ENSG00000196655,119018763,119025454,11,protein_coding,TRAPPC4,ENSMUSG00000032112,44314995,44318897,9,protein_coding,Trappc4
10505,ENSG00000181029,7680833,7687703,19,protein_coding,TRAPPC5,ENSMUSG00000040236,3726299,3731255,8,protein_coding,Trappc5
327,ENSG00000007255,45162928,45178237,19,protein_coding,TRAPPC6A,ENSMUSG00000002043,19242320,19250070,7,protein_coding,Trappc6a
2576,ENSG00000182400,39147811,39170532,14,protein_coding,TRAPPC6B,ENSMUSG00000020993,59089878,59108258,12,protein_coding,Trappc6b
8303,ENSG00000153339,31829197,31953136,18,protein_coding,TRAPPC8,ENSMUSG00000033382,20950280,21029150,18,protein_coding,Trappc8
12220,ENSG00000167632,139727725,140458579,8,protein_coding,TRAPPC9,ENSMUSG00000047921,72461469,72933053,15,protein_coding,Trappc9
11898,ENSG00000184811,1279662,1300978,17,protein_coding,TRARG1,ENSMUSG00000046275,76570634,76589490,11,protein_coding,Trarg1
7137,ENSG00000163519,108822770,108855005,3,protein_coding,TRAT1,ENSMUSG00000030775,48551137,48592384,16,protein_coding,Trat1
15755,ENSG00000211829,22462932,22465787,14,TR_C_gene,TRDC,ENSMUSG00000104876,54380308,54386325,14,TR_C_gene,Trdc
5079,ENSG00000107614,17137336,17202054,10,protein_coding,TRDMT1,ENSMUSG00000026723,13513825,13549479,2,protein_coding,Trdmt1
1910,ENSG00000186439,123216339,123637093,6,protein_coding,TRDN,ENSMUSG00000019787,32956550,33352705,10,protein_coding,Trdn
7807,ENSG00000118094,118657316,118679690,11,protein_coding,TREH,ENSMUSG00000032098,44584530,44597602,9,protein_coding,Treh
11096,ENSG00000124731,41267926,41286682,6,protein_coding,TREM1,ENSMUSG00000042265,48539796,48553952,17,protein_coding,Trem1
3761,ENSG00000095970,41158506,41163186,6,protein_coding,TREM2,ENSMUSG00000023992,48653429,48661175,17,protein_coding,Trem2
3762,ENSG00000161911,41149337,41154347,6,protein_coding,TREML1,ENSMUSG00000023993,48666944,48674204,17,protein_coding,Treml1
14721,ENSG00000112195,41189749,41201149,6,protein_coding,TREML2,ENSMUSG00000071068,48606526,48619561,17,protein_coding,Treml2
12896,ENSG00000188056,41228339,41238882,6,protein_coding,TREML4,ENSMUSG00000051682,48571323,48582388,17,protein_coding,Treml4
14287,ENSG00000124496,42224931,42452051,6,protein_coding,TRERF1,ENSMUSG00000064043,47451801,47672883,17,protein_coding,Trerf1
7390,ENSG00000183479,153444473,153470587,X,protein_coding,TREX2,ENSMUSG00000031372,72477311,72478950,X,protein_coding,Trex2
8050,ENSG00000091513,133746040,133796641,3,protein_coding,TF,ENSMUSG00000032554,103081200,103107643,9,protein_coding,Trf
828,ENSG00000170893,129974688,129977935,3,protein_coding,TRH,ENSMUSG00000005892,92219042,92221631,6,protein_coding,Trh
12712,ENSG00000072657,72087266,72670758,12,protein_coding,TRHDE,ENSMUSG00000050663,114234726,114638212,10,protein_coding,Trhde
10019,ENSG00000174417,109086585,109121565,8,protein_coding,TRHR,ENSMUSG00000038760,44059531,44099308,15,protein_coding,Trhr
6584,ENSG00000170855,120443964,120446384,12,protein_coding,TRIAP1,ENSMUSG00000029535,115479284,115481628,5,protein_coding,Triap1
8021,ENSG00000173334,125430358,125438403,8,protein_coding,TRIB1,ENSMUSG00000032501,59520199,59528948,15,protein_coding,Trib1
2344,ENSG00000071575,12716910,12742734,2,protein_coding,TRIB2,ENSMUSG00000020601,15841728,15866923,12,protein_coding,Trib2
8113,ENSG00000101255,362835,397559,20,protein_coding,TRIB3,ENSMUSG00000032715,152179342,152185952,2,protein_coding,Trib3
11399,ENSG00000255690,28953358,28958330,7,protein_coding,TRIL,ENSMUSG00000043496,53792453,53797815,6,protein_coding,Tril
14873,ENSG00000204613,30151943,30161211,6,protein_coding,TRIM10,ENSMUSG00000073400,37180466,37188725,17,protein_coding,Trim10
2275,ENSG00000154370,228393673,228406835,1,protein_coding,TRIM11,ENSMUSG00000020455,58868919,58882284,11,protein_coding,Trim11
8865,ENSG00000204977,49995888,50020481,13,protein_coding,TRIM13,ENSMUSG00000035235,61835696,61843395,14,protein_coding,Trim13
10388,ENSG00000106785,98069275,98119222,9,protein_coding,TRIM14,ENSMUSG00000039853,46493781,46536141,4,protein_coding,Trim14
12726,ENSG00000204610,30163206,30172693,6,protein_coding,TRIM15,ENSMUSG00000050747,37171583,37178102,17,protein_coding,Trim15
12195,ENSG00000221926,15627960,15684311,17,protein_coding,TRIM16,ENSMUSG00000047821,62711057,62741634,11,protein_coding,Trim16
9372,ENSG00000162931,228407935,228416861,1,protein_coding,TRIM17,ENSMUSG00000036964,58845511,58863924,11,protein_coding,Trim17
5727,ENSG00000109654,153152163,153339319,4,protein_coding,TRIM2,ENSMUSG00000027993,84067746,84214184,3,protein_coding,Trim2
7221,ENSG00000132109,4384897,4393702,11,protein_coding,TRIM21,ENSMUSG00000030966,102207128,102214693,7,protein_coding,Trim21
2908,ENSG00000113595,65589690,65625975,5,protein_coding,TRIM23,ENSMUSG00000021712,104315305,104339880,13,protein_coding,Trim23
6736,ENSG00000122779,138460259,138589996,7,protein_coding,TRIM24,ENSMUSG00000029833,37847746,37943231,6,protein_coding,Trim24
36,ENSG00000121060,56836387,56914080,17,protein_coding,TRIM25,ENSMUSG00000000275,88890202,88911119,11,protein_coding,Trim25
4001,ENSG00000234127,30184455,30213427,6,protein_coding,TRIM26,ENSMUSG00000024457,37148026,37170290,17,protein_coding,Trim26
2728,ENSG00000204713,28903002,28923988,6,protein_coding,TRIM27,ENSMUSG00000021326,21363615,21378894,13,protein_coding,Trim27
782,ENSG00000130726,58544064,58550722,19,protein_coding,TRIM28,ENSMUSG00000005566,12733041,12764962,7,protein_coding,Trim28
7753,ENSG00000137699,120111286,120185529,11,protein_coding,TRIM29,ENSMUSG00000032013,43222145,43247412,9,protein_coding,Trim29
9382,ENSG00000110171,6448613,6474459,11,protein_coding,TRIM3,ENSMUSG00000036989,105253670,105282778,7,protein_coding,Trim3
13681,ENSG00000204616,30102897,30113090,6,protein_coding,TRIM31,ENSMUSG00000058063,37209010,37221106,17,protein_coding,Trim31
12895,ENSG00000119401,116687305,116701300,9,protein_coding,TRIM32,ENSMUSG00000051675,65523223,65534475,4,protein_coding,Trim32
8201,ENSG00000197323,114392790,114511203,1,protein_coding,TRIM33,ENSMUSG00000033014,103186609,103266091,3,protein_coding,Trim33
3078,ENSG00000104228,27284886,27311272,8,protein_coding,TRIM35,ENSMUSG00000022043,66534480,66548873,14,protein_coding,Trim35
8447,ENSG00000152503,115124762,115180546,5,protein_coding,TRIM36,ENSMUSG00000033949,46298367,46345674,18,protein_coding,Trim36
1743,ENSG00000108395,58982638,59106921,17,protein_coding,TRIM37,ENSMUSG00000018548,87017903,87111509,11,protein_coding,Trim37
14303,ENSG00000112343,25962802,25991231,6,protein_coding,TRIM38,ENSMUSG00000064140,23953896,23975511,13,protein_coding,Trim38
11746,ENSG00000204599,30326469,30343729,6,protein_coding,TRIM39,ENSMUSG00000045409,36569765,36583139,17,protein_coding,Trim39
14872,ENSG00000204614,30136124,30148735,6,protein_coding,TRIM40,ENSMUSG00000073399,37192490,37201015,17,protein_coding,Trim40
7993,ENSG00000155890,140678064,140701150,3,protein_coding,TRIM42,ENSMUSG00000032451,97231615,97252011,9,protein_coding,Trim42
5309,ENSG00000166326,35662775,35818007,11,protein_coding,TRIM44,ENSMUSG00000027189,102130464,102238173,2,protein_coding,Trim44
8266,ENSG00000134253,117111060,117122587,1,protein_coding,TRIM45,ENSMUSG00000033233,100829518,100844236,3,protein_coding,Trim45
11266,ENSG00000163462,155173787,155184971,1,protein_coding,TRIM46,ENSMUSG00000042766,89141484,89153616,3,protein_coding,Trim46
2444,ENSG00000132481,75874164,75878581,17,protein_coding,TRIM47,ENSMUSG00000020773,115996578,116018036,11,protein_coding,Trim47
13124,ENSG00000146755,73312536,73328082,7,protein_coding,TRIM50,ENSMUSG00000053388,135382149,135396859,5,protein_coding,Trim50
14093,ENSG00000138100,27282429,27307439,2,protein_coding,TRIM54,ENSMUSG00000062077,31274056,31294974,5,protein_coding,Trim54
13974,ENSG00000147573,66126896,66175485,8,protein_coding,TRIM55,ENSMUSG00000060913,19698638,19746585,3,protein_coding,Trim55
11356,ENSG00000169871,101085481,101097967,7,protein_coding,TRIM56,ENSMUSG00000043279,137134498,137145063,5,protein_coding,Trim56
9425,ENSG00000162722,247857187,247880138,1,protein_coding,TRIM58,ENSMUSG00000037124,58531291,58543230,11,protein_coding,Trim58
8574,ENSG00000213186,160432445,160485773,3,protein_coding,TRIM59,ENSMUSG00000034317,68942621,68952088,3,protein_coding,Trim59
14810,ENSG00000121236,5596109,5612958,11,protein_coding,TRIM6,ENSMUSG00000072244,103868000,103884359,7,protein_coding,Trim6
13142,ENSG00000176979,165016458,165041749,4,protein_coding,TRIM60,ENSMUSG00000053490,65451959,65471236,8,protein_coding,Trim60
15685,ENSG00000183439,164954446,164977668,4,protein_coding,TRIM61,ENSMUSG00000109718,65465639,65471175,8,protein_coding,Trim61
10760,ENSG00000116525,33145399,33182059,1,protein_coding,TRIM62,ENSMUSG00000041000,128777373,128805121,4,protein_coding,Trim62
6187,ENSG00000158022,26051301,26068436,1,protein_coding,TRIM63,ENSMUSG00000028834,134042431,134056940,4,protein_coding,Trim63
13272,ENSG00000141569,75880335,75896951,17,protein_coding,TRIM65,ENSMUSG00000054517,116012672,116021954,11,protein_coding,Trim65
7248,ENSG00000166436,8612037,8682694,11,protein_coding,TRIM66,ENSMUSG00000031026,109048213,109107341,7,protein_coding,Trim66
9350,ENSG00000119283,231162058,231221565,1,protein_coding,TRIM67,ENSMUSG00000036913,125519831,125561452,8,protein_coding,Trim67
14942,ENSG00000167333,4598672,4608231,11,protein_coding,TRIM68,ENSMUSG00000073968,102326789,102336534,7,protein_coding,Trim68
8299,ENSG00000185880,44728988,44767829,15,protein_coding,TRIM69,ENSMUSG00000033368,121991181,122009508,2,protein_coding,Trim69
10540,ENSG00000146054,181193924,181205293,5,protein_coding,TRIM7,ENSMUSG00000040350,48716967,48743036,11,protein_coding,Trim7
15277,ENSG00000206557,32817997,32897824,3,protein_coding,TRIM71,ENSMUSG00000079259,114336201,114393437,9,protein_coding,Trim71
11285,ENSG00000177238,31214091,31231537,16,protein_coding,TRIM72,ENSMUSG00000042828,127603121,127610205,7,protein_coding,Trim72
14727,ENSG00000132274,5689697,5737089,11,protein_coding,TRIM22,ENSMUSG00000071089,65433536,65440483,8,protein_coding,Trim75
4287,ENSG00000171206,102644479,102658318,10,protein_coding,TRIM8,ENSMUSG00000025034,46490141,46505287,19,protein_coding,Trim8
2610,ENSG00000100505,50975262,51096061,14,protein_coding,TRIM9,ENSMUSG00000021071,70291307,70394388,12,protein_coding,Trim9
7544,ENSG00000184108,188139441,188147743,4,protein_coding,TRIML1,ENSMUSG00000031651,43582844,43594523,8,protein_coding,Triml1
15480,ENSG00000179046,188091272,188109603,4,protein_coding,TRIML2,ENSMUSG00000091490,43633578,43646918,8,protein_coding,Triml2
3195,ENSG00000038382,14143342,14532128,5,protein_coding,TRIO,ENSMUSG00000022263,27730737,28025934,15,protein_coding,Trio
8227,ENSG00000100106,37697048,37776556,22,protein_coding,TRIOBP,ENSMUSG00000033088,78831924,78890069,15,protein_coding,Triobp
1872,ENSG00000125733,6737925,6751530,19,protein_coding,TRIP10,ENSMUSG00000019487,57556455,57570665,17,protein_coding,Trip10
2659,ENSG00000100815,91965991,92040896,14,protein_coding,TRIP11,ENSMUSG00000021188,101800302,101879526,12,protein_coding,Trip11
4815,ENSG00000153827,229763837,229923239,2,protein_coding,TRIP12,ENSMUSG00000026219,84698910,84818237,1,protein_coding,Trip12
2832,ENSG00000071539,892884,919357,5,protein_coding,TRIP13,ENSMUSG00000021569,74059466,74085903,13,protein_coding,Trip13
7959,ENSG00000103671,64387748,64455303,15,protein_coding,TRIP4,ENSMUSG00000032386,65736212,65816076,9,protein_coding,Trip4
3671,ENSG00000087077,100867387,100873454,7,protein_coding,TRIP6,ENSMUSG00000023348,137307916,137312666,5,protein_coding,Trip6
13453,ENSG00000205133,92883532,93017673,8,protein_coding,TRIQK,ENSMUSG00000055963,12906838,12983553,4,protein_coding,Triqk
10807,ENSG00000123144,12730640,12734684,19,protein_coding,TRIR,ENSMUSG00000041203,85753452,85756915,8,protein_coding,Trir
6088,ENSG00000043514,39838110,39883511,1,protein_coding,TRIT1,ENSMUSG00000028653,122910390,122948742,4,protein_coding,Trit1
5903,ENSG00000136932,97904489,97922500,9,protein_coding,TRMO,ENSMUSG00000028331,46376505,46389437,4,protein_coding,Trmo
296,ENSG00000104907,13104902,13117567,19,protein_coding,TRMT1,ENSMUSG00000001909,85412936,85426437,8,protein_coding,Trmt1
610,ENSG00000145331,99546709,99564039,4,protein_coding,TRMT10A,ENSMUSG00000004127,137849209,137865582,3,protein_coding,Trmt10a
8975,ENSG00000165275,37753803,37778972,9,protein_coding,TRMT10B,ENSMUSG00000035601,45297127,45316131,4,protein_coding,Trmt10b
11625,ENSG00000174173,101561868,101566446,3,protein_coding,TRMT10C,ENSMUSG00000044763,55852972,55858182,16,protein_coding,Trmt10c
1914,ENSG00000066651,125986479,126203817,6,protein_coding,TRMT11,ENSMUSG00000019792,30410221,30476745,10,protein_coding,Trmt11
10041,ENSG00000173113,64316460,64317559,11,protein_coding,TRMT112,ENSMUSG00000038812,6887066,6888417,19,protein_coding,Trmt112
9411,ENSG00000183665,124450820,124462150,8,protein_coding,TRMT12,ENSMUSG00000037085,58744523,58748976,15,protein_coding,Trmt12
8323,ENSG00000122435,100133150,100150496,1,protein_coding,TRMT13,ENSMUSG00000033439,116374742,116408236,3,protein_coding,Trmt13
13113,ENSG00000121486,185118101,185157072,1,protein_coding,TRMT1L,ENSMUSG00000053286,151304293,151333912,1,protein_coding,Trmt1l
3436,ENSG00000099899,20111875,20117392,22,protein_coding,TRMT2A,ENSMUSG00000022721,18066543,18072636,16,protein_coding,Trmt2a
14442,ENSG00000188917,101009346,101052116,X,protein_coding,TRMT2B,ENSMUSG00000067369,133123088,133177733,X,protein_coding,Trmt2b
6344,ENSG00000155275,8436140,8493531,4,protein_coding,TRMT44,ENSMUSG00000029097,35713547,35732414,5,protein_coding,Trmt44
8612,ENSG00000126814,60971441,60981170,14,protein_coding,TRMT5,ENSMUSG00000034442,73326785,73333484,12,protein_coding,Trmt5
9516,ENSG00000089195,5937228,5950558,20,protein_coding,TRMT6,ENSMUSG00000037376,132646127,132657975,2,protein_coding,Trmt6
13978,ENSG00000166166,103529196,103537073,14,protein_coding,TRMT61A,ENSMUSG00000060950,111644539,111650336,12,protein_coding,Trmt61a
10300,ENSG00000250305,12945642,13031503,8,protein_coding,TRMT9B,ENSMUSG00000039620,36924702,36983724,8,protein_coding,Trmt9b
3258,ENSG00000100416,46330875,46357340,22,protein_coding,TRMU,ENSMUSG00000022386,85763513,85781595,15,protein_coding,Trmu
6227,ENSG00000180098,28553085,28578545,1,protein_coding,TRNAU1AP,ENSMUSG00000028898,132039074,132056849,4,protein_coding,Trnau1ap
13527,ENSG00000253368,26993692,27000886,1,protein_coding,TRNP1,ENSMUSG00000056596,133218411,133225861,4,protein_coding,Trnp1
1292,ENSG00000072756,3126933,3150879,3,protein_coding,TRNT1,ENSMUSG00000013736,106746081,106759435,6,protein_coding,Trnt1
4411,ENSG00000067445,54920462,54931431,X,protein_coding,TRO,ENSMUSG00000025272,149428300,149440579,X,protein_coding,Tro
8137,ENSG00000135451,49323236,49331731,12,protein_coding,TROAP,ENSMUSG00000032783,98972456,98981290,15,protein_coding,Troap
13831,ENSG00000141510,7661779,7687538,17,protein_coding,TP53,ENSMUSG00000059552,69471185,69482699,11,protein_coding,Trp53
11454,ENSG00000067369,43403061,43510728,15,protein_coding,TP53BP1,ENSMUSG00000043909,121023762,121101888,2,protein_coding,Trp53bp1
4962,ENSG00000143514,223779893,223845954,1,protein_coding,TP53BP2,ENSMUSG00000026510,182236737,182289997,1,protein_coding,Trp53bp2
14538,ENSG00000175274,44885903,44951306,11,protein_coding,TP53I11,ENSMUSG00000068735,93017893,93032104,2,protein_coding,Trp53i11
11542,ENSG00000167543,29566052,29573157,17,protein_coding,TP53I13,ENSMUSG00000044328,77398925,77406806,11,protein_coding,Trp53i13
5848,ENSG00000164938,94925972,94949378,8,protein_coding,TP53INP1,ENSMUSG00000028211,11156431,11174379,4,protein_coding,Trp53inp1
9868,ENSG00000078804,34704339,34713439,20,protein_coding,TP53INP2,ENSMUSG00000038375,155222979,155231770,2,protein_coding,Trp53inp2
1638,ENSG00000124251,45372557,45407889,20,protein_coding,TP53TG5,ENSMUSG00000017720,164312221,164315644,2,protein_coding,Trp53tg5
3332,ENSG00000073282,189631389,189897276,3,protein_coding,TP63,ENSMUSG00000022510,25502513,25710852,16,protein_coding,Trp63
6305,ENSG00000078900,3652516,3736201,1,protein_coding,TP73,ENSMUSG00000029026,154140706,154224665,4,protein_coding,Trp73
8132,ENSG00000104321,72019917,72075584,8,protein_coding,TRPA1,ENSMUSG00000032769,14942872,14989086,1,protein_coding,Trpa1
8151,ENSG00000144935,142724034,142807888,3,protein_coding,TRPC1,ENSMUSG00000032839,95587135,95632428,9,protein_coding,Trpc1
5600,ENSG00000138741,121874481,121952060,4,protein_coding,TRPC3,ENSMUSG00000027716,36674631,36744316,3,protein_coding,Trpc3
5610,ENSG00000133107,37632063,37869802,13,protein_coding,TRPC4,ENSMUSG00000027748,54063456,54225892,3,protein_coding,Trpc4
9849,ENSG00000100991,35002404,35092807,20,protein_coding,TRPC4AP,ENSMUSG00000038324,155476191,155534304,2,protein_coding,Trpc4ap
10943,ENSG00000072315,111768011,112082776,X,protein_coding,TRPC5,ENSMUSG00000041710,143164667,143471176,X,protein_coding,Trpc5
14843,ENSG00000204025,111876051,111903990,X,protein_coding,TRPC5OS,ENSMUSG00000072934,143239577,143260062,X,protein_coding,Trpc5os
7745,ENSG00000137672,101451564,101872562,11,protein_coding,TRPC6,ENSMUSG00000031997,8544143,8680742,9,protein_coding,Trpc6
2819,ENSG00000069018,136212745,136365545,5,protein_coding,TRPC7,ENSMUSG00000021541,56920926,57043806,13,protein_coding,Trpc7
4170,ENSG00000170777,6328375,6331891,9,protein_coding,TPD52L3,ENSMUSG00000024815,29981190,29983418,19,protein_coding,Trpd52l3
7010,ENSG00000134160,31001061,31161273,15,protein_coding,TRPM1,ENSMUSG00000030523,63803583,63919523,7,protein_coding,Trpm1
1105,ENSG00000142185,44350163,44443081,21,protein_coding,TRPM2,ENSMUSG00000009292,77743556,77806397,10,protein_coding,Trpm2
12985,ENSG00000083067,70529060,71446904,9,protein_coding,TRPM3,ENSMUSG00000052387,22116410,22972774,19,protein_coding,Trpm3
9825,ENSG00000130529,49157741,49211836,19,protein_coding,TRPM4,ENSMUSG00000038260,44952056,44983204,7,protein_coding,Trpm4
1102,ENSG00000070985,2404515,2423045,11,protein_coding,TRPM5,ENSMUSG00000009246,142622890,142648379,7,protein_coding,Trpm5
4119,ENSG00000119121,74722495,74888094,9,protein_coding,TRPM6,ENSMUSG00000024727,18727347,18869875,19,protein_coding,Trpm6
5414,ENSG00000092439,50552473,50686797,15,protein_coding,TRPM7,ENSMUSG00000027365,126633485,126718150,2,protein_coding,Trpm7
9158,ENSG00000144481,233917373,234019522,2,protein_coding,TRPM8,ENSMUSG00000036251,88205383,88317015,1,protein_coding,Trpm8
9990,ENSG00000104447,115408496,115809673,8,protein_coding,TRPS1,ENSMUSG00000038679,50518148,50753859,15,protein_coding,Trps1
12165,ENSG00000149743,64223799,64226254,11,protein_coding,TRPT1,ENSMUSG00000047656,6973499,6976414,19,protein_coding,Trpt1
838,ENSG00000196689,3565444,3609411,17,protein_coding,TRPV1,ENSMUSG00000005952,73125118,73152068,11,protein_coding,Trpv1
